config_index,model,symbols,complexity,seed_index,seed_string,target_string,sequence_length,window_size,forecast_horizon,layers,units,d_model,optimizer,learning_rate,weight_decay,batch_size,run,model_params,model_size_m,train_time,epochs,time_per_epoch,memory_mb,test_loss,test_accuracy,DL,JW,forecast
2,GRU,2,10,0,BAABABABBBABBBBAAB,ABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABAB,3500,100,100,2,128,256,AdamW,0.0003,0.01,128,0,150018,0.150018,15.29325008392334,13,1.1764038526094878,183.36181640625,0.04133508106072744,1.0,0.0,0.0,ABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABAB
10,LinearAttention,2,10,0,BAABABABBBABBBBAAB,ABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABAB,3500,100,100,2,1024,256,AdamW,0.0003,0.01,128,0,1579266,1.579266,10.80257773399353,7,1.5432253905705042,2403.29150390625,0.0006402998697012663,1.0,0.0,0.0,ABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABAB
18,GRU,2,10,1,BABBBBABBBAABBBBB,BABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBB,3500,100,100,2,128,256,AdamW,0.0003,0.01,128,0,150018,0.150018,17.048810482025146,15,1.1365873654683432,183.36181640625,0.029728364199399948,1.0,0.0,0.0,BABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBB
26,LinearAttention,2,10,1,BABBBBABBBAABBBBB,BABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBB,3500,100,100,2,1024,256,AdamW,0.0003,0.01,128,0,1579266,1.579266,10.03603720664978,8,1.2545046508312225,2403.29150390625,0.002554941068713864,1.0,0.0,0.0,BABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBB
34,GRU,2,30,0,BAABAAABAABAAAABBAABBABBBBAABAAAABAAABAAAAABAABBAABAAABBAAABBAABABBABABAABBABABABB,AAAAABAABBAABAAABBAAABBAABABBABABAABBABABABBBAABAAABAABAAAABBAABBABBBBAABAAAABAAABAAAAABAABBAABAAABB,3500,100,100,2,128,256,AdamW,0.0003,0.01,128,0,150018,0.150018,88.0441255569458,80,1.1005515694618224,183.36181640625,0.04519341140985489,0.9878787878787879,0.16,0.051175257731958745,AAAAABAABBAABAAABBAAABBAABABBABBAABAABBAABABAABBAAABBAABABBBAABAAAABAAABAAABAAABAAAAABAABBAABAAABBAA
42,LinearAttention,2,30,0,BAABAAABAABAAAABBAABBABBBBAABAAAABAAABAAAAABAABBAABAAABBAAABBAABABBABABAABBABABABB,AAAAABAABBAABAAABBAAABBAABABBABABAABBABABABBBAABAAABAABAAAABBAABBABBBBAABAAAABAAABAAAAABAABBAABAAABB,3500,100,100,2,1024,256,AdamW,0.0003,0.01,128,0,1579266,1.579266,7.667625427246094,6,1.2779375712076824,2403.29150390625,0.00022480580082628876,1.0,0.0,0.0,AAAAABAABBAABAAABBAAABBAABABBABABAABBABABABBBAABAAABAABAAAABBAABBABBBBAABAAAABAAABAAAAABAABBAABAAABB
50,GRU,2,30,1,ABAABBABBBBBBABBBABBAABBBBBAAAABBABBABAAABABABBABABAABAABAABBABBBAAABBAABBBBB,BABBBABBAABBBBBAAAABBABBABAAABABABBABABAABAABAABBABBBAAABBAABBBBBABAABBABBBBBBABBBABBAABBBBBAAAABBAB,3500,100,100,2,128,256,AdamW,0.0003,0.01,128,0,150018,0.150018,51.03303503990173,46,1.1094138052152551,183.36181640625,0.04342325652639071,1.0,0.0,0.0,BABBBABBAABBBBBAAAABBABBABAAABABABBABABAABAABAABBABBBAAABBAABBBBBABAABBABBBBBBABBBABBAABBBBBAAAABBAB
58,LinearAttention,2,30,1,ABAABBABBBBBBABBBABBAABBBBBAAAABBABBABAAABABABBABABAABAABAABBABBBAAABBAABBBBB,BABBBABBAABBBBBAAAABBABBABAAABABABBABABAABAABAABBABBBAAABBAABBBBBABAABBABBBBBBABBBABBAABBBBBAAAABBAB,3500,100,100,2,1024,256,AdamW,0.0003,0.01,128,0,1579266,1.579266,8.811266660690308,7,1.2587523800986153,2403.29150390625,0.0001147207027922074,1.0,0.0,0.0,BABBBABBAABBBBBAAAABBABBABAAABABABBABABAABAABAABBABBBAAABBAABBBBBABAABBABBBBBBABBBABBAABBBBBAAAABBAB
66,GRU,2,50,0,BABABAABBBBBBBBAABABBBBABABBABABABBBBBAAABAABABBBBBABBBABBABBABBBAAAABABBAAAABBABAABBAABBBBBBABBBBAABBBAAAABABAABBBAAABBBAABAAAAABBABAAABBBAAAABBBAAAABBBBABBBABAABBBBBBABA,BBBABBBABAABBBBBBABABABABAABBBBBBBBAABABBBBABABBABABABBBBBAAABAABABBBBBABBBABBABBABBBAAAABABBAAAABBA,3500,100,100,2,128,256,AdamW,0.0003,0.01,128,0,150018,0.150018,50.86866593360901,46,1.1058405637741089,183.36181640625,0.038312251369158425,1.0,0.0,0.0,BBBABBBABAABBBBBBABABABABAABBBBBBBBAABABBBBABABBABABABBBBBAAABAABABBBBBABBBABBABBABBBAAAABABBAAAABBA
74,LinearAttention,2,50,0,BABABAABBBBBBBBAABABBBBABABBABABABBBBBAAABAABABBBBBABBBABBABBABBBAAAABABBAAAABBABAABBAABBBBBBABBBBAABBBAAAABABAABBBAAABBBAABAAAAABBABAAABBBAAAABBBAAAABBBBABBBABAABBBBBBABA,BBBABBBABAABBBBBBABABABABAABBBBBBBBAABABBBBABABBABABABBBBBAAABAABABBBBBABBBABBABBABBBAAAABABBAAAABBA,3500,100,100,2,1024,256,AdamW,0.0003,0.01,128,0,1579266,1.579266,26.247575759887695,21,1.2498845599946522,2403.29150390625,0.047117734948794045,0.9878787878787879,0.0,0.0,BBBABBBABAABBBBBBABABABABAABBBBBBBBAABABBBBABABBABABABBBBBAAABAABABBBBBABBBABBABBABBBAAAABABBAAAABBA
82,GRU,2,50,1,ABBAABABBAABBBBBBAABAAABABBBBBBAABBABBBBABABAAABAAAAAAAAAABBAABBABABBBAABABBBABAAAAABBBBBBABBAAABBBBAABABBBAAABAAABBAABAABABBAABBAABBABABBAABBBBABBABABAAAAABABAB,BAAABABBBBBBAABBABBBBABABAAABAAAAAAAAAABBAABBABABBBAABABBBABAAAAABBBBBBABBAAABBBBAABABBBAAABAAABBAAB,3500,100,100,2,128,256,AdamW,0.0003,0.01,128,0,150018,0.150018,107.60248923301697,98,1.0979845840103772,183.36181640625,0.046041421592235565,1.0,0.0,0.0,BAAABABBBBBBAABBABBBBABABAAABAAAAAAAAAABBAABBABABBBAABABBBABAAAAABBBBBBABBAAABBBBAABABBBAAABAAABBAAB
90,LinearAttention,2,50,1,ABBAABABBAABBBBBBAABAAABABBBBBBAABBABBBBABABAAABAAAAAAAAAABBAABBABABBBAABABBBABAAAAABBBBBBABBAAABBBBAABABBBAAABAAABBAABAABABBAABBAABBABABBAABBBBABBABABAAAAABABAB,BAAABABBBBBBAABBABBBBABABAAABAAAAAAAAAABBAABBABABBBAABABBBABAAAAABBBBBBABBAAABBBBAABABBBAAABAAABBAAB,3500,100,100,2,1024,256,AdamW,0.0003,0.01,128,0,1579266,1.579266,28.466010332107544,23,1.2376526231351106,2403.29150390625,0.006744399356345336,1.0,0.0,0.0,BAAABABBBBBBAABBABBBBABABAAABAAAAAAAAAABBAABBABABBBAABABBBABAAAAABBBBBBABBAAABBBBAABABBBAAABAAABBAAB
